N,q,N2_func,mobile,n,variance,std,N2,SNP,Nhom1,Nhom2,nhom1,nhom2,log10BF,transcript,Method_A,Method_B
100,0.01,5.0,1.0,5.0,0.99,0.99498743710662,5.0,6_2_0,1000,1000,10,8,1.04857918638906,6,1.0,0.0
200,0.01,10.0,1.0,20.0,1.98,1.407124727947029,20.0,6_2_1,1000,1000,14,9,5.945921672719544,6,1.0,0.0
300,0.01,10.0,1.0,36.0,2.9699999999999998,1.7233687939614086,30.0,6_2_2,1000,1000,15,7,10.516524640720188,6,1.0,0.0
400,0.01,10.0,1.0,44.0,3.96,1.98997487421324,40.0,6_2_3,1000,1000,15,11,10.799495726528136,6,1.0,0.0
500,0.01,15.0,1.0,82.0,4.95,2.224859546128699,75.0,6_2_4,1000,1000,8,7,29.026501631740178,6,1.0,0.0
600,0.01,15.0,1.0,94.0,5.9399999999999995,2.437211521390788,90.0,6_2_5,1000,1000,5,12,32.69220775829888,6,1.0,0.0
700,0.01,15.0,1.0,107.0,6.93,2.6324893162176366,105.0,6_2_6,1000,1000,12,15,27.18389741910281,6,1.0,0.0
800,0.01,15.0,1.0,132.0,7.92,2.814249455894058,120.0,6_2_7,1000,1000,15,9,29.733289186332737,6,1.0,0.0
900,0.01,15.0,1.0,141.0,8.91,2.98496231131986,135.0,6_2_8,1000,1000,8,10,34.93620175538348,6,1.0,0.0
1000,0.01,20.0,1.0,215.0,9.9,3.146426544510455,200.0,6_2_9,1000,1000,16,3,47.017096473429,6,1.0,0.0
100,0.01,5.0,1.0,7.0,0.99,0.99498743710662,5.0,7_0_0,1000,1000,6,10,3.226263908985353,7,1.0,0.0
200,0.01,10.0,1.0,24.0,1.98,1.407124727947029,20.0,7_0_1,1000,1000,10,5,9.921799626316917,7,1.0,0.0
300,0.01,10.0,1.0,35.0,2.9699999999999998,1.7233687939614086,30.0,7_0_2,1000,1000,13,11,10.89031307195589,7,1.0,0.0
400,0.01,10.0,1.0,43.0,3.96,1.98997487421324,40.0,7_0_3,1000,1000,10,6,12.949830935049055,7,1.0,0.0
500,0.01,15.0,1.0,81.0,4.95,2.224859546128699,75.0,7_0_4,1000,1000,15,6,23.247345522334026,7,1.0,0.0
600,0.01,15.0,1.0,94.0,5.9399999999999995,2.437211521390788,90.0,7_0_5,1000,1000,11,13,27.09416085033257,7,1.0,0.0
700,0.01,15.0,1.0,110.0,6.93,2.6324893162176366,105.0,7_0_6,1000,1000,9,8,30.89988920168352,7,1.0,0.0
800,0.01,15.0,1.0,128.0,7.92,2.814249455894058,120.0,7_0_7,1000,1000,9,10,33.42354616840919,7,1.0,0.0
900,0.01,15.0,1.0,149.0,8.91,2.98496231131986,135.0,7_0_8,1000,1000,8,10,37.64160449871751,7,1.0,0.0
1000,0.01,20.0,1.0,212.0,9.9,3.146426544510455,200.0,7_0_9,1000,1000,20,14,42.637802616452724,7,1.0,0.0
100,0.01,5.0,1.0,5.0,0.99,0.99498743710662,5.0,7_1_0,1000,1000,6,7,1.7994835688923747,7,1.0,0.0
200,0.01,10.0,1.0,22.0,1.98,1.407124727947029,20.0,7_1_1,1000,1000,6,11,10.627410112394237,7,1.0,0.0
300,0.01,10.0,1.0,35.0,2.9699999999999998,1.7233687939614086,30.0,7_1_2,1000,1000,8,10,13.567651641443481,7,1.0,0.0
400,0.01,10.0,1.0,47.0,3.96,1.98997487421324,40.0,7_1_3,1000,1000,8,9,16.19439239660043,7,1.0,0.0
500,0.01,15.0,1.0,78.0,4.95,2.224859546128699,75.0,7_1_4,1000,1000,13,8,23.237889356735106,7,1.0,0.0
600,0.01,15.0,1.0,97.0,5.9399999999999995,2.437211521390788,90.0,7_1_5,1000,1000,10,9,29.191978992573134,7,1.0,0.0
700,0.01,15.0,1.0,116.0,6.93,2.6324893162176366,105.0,7_1_6,1000,1000,6,13,36.27873827529648,7,1.0,0.0
800,0.01,15.0,1.0,126.0,7.92,2.814249455894058,120.0,7_1_7,1000,1000,5,10,36.92750271049942,7,1.0,0.0
900,0.01,15.0,1.0,147.0,8.91,2.98496231131986,135.0,7_1_8,1000,1000,6,10,39.15109201749386,7,1.0,0.0
1000,0.01,20.0,1.0,205.0,9.9,3.146426544510455,200.0,7_1_9,1000,1000,11,10,48.58785368131055,7,1.0,0.0
100,0.01,5.0,1.0,6.0,0.99,0.99498743710662,5.0,7_2_0,1000,1000,9,13,1.761342858908376,7,1.0,0.0
200,0.01,10.0,1.0,23.0,1.98,1.407124727947029,20.0,7_2_1,1000,1000,10,14,9.259139063087249,7,1.0,0.0
300,0.01,10.0,1.0,33.0,2.9699999999999998,1.7233687939614086,30.0,7_2_2,1000,1000,9,11,11.850298521315166,7,1.0,0.0
400,0.01,10.0,1.0,41.0,3.96,1.98997487421324,40.0,7_2_3,1000,1000,9,9,12.58169481096164,7,1.0,0.0
500,0.01,15.0,1.0,76.0,4.95,2.224859546128699,75.0,7_2_4,1000,1000,16,17,20.404439582337947,7,1.0,0.0
600,0.01,15.0,1.0,92.0,5.9399999999999995,2.437211521390788,90.0,7_2_5,1000,1000,7,13,29.742645288466804,7,1.0,0.0
700,0.01,15.0,1.0,107.0,6.93,2.6324893162176366,105.0,7_2_6,1000,1000,10,8,28.85051378703333,7,1.0,0.0
800,0.01,15.0,1.0,128.0,7.92,2.814249455894058,120.0,7_2_7,1000,1000,14,14,29.11952012223406,7,1.0,0.0
900,0.01,15.0,1.0,140.0,8.91,2.98496231131986,135.0,7_2_8,1000,1000,5,12,37.90979547328715,7,1.0,0.0
1000,0.01,20.0,1.0,215.0,9.9,3.146426544510455,200.0,7_2_9,1000,1000,10,8,52.95507241529308,7,1.0,0.0
100,0.01,5.0,1.0,5.0,0.99,0.99498743710662,5.0,8_0_0,1000,1000,11,8,0.9243300892826137,8,1.0,0.0
200,0.01,10.0,1.0,22.0,1.98,1.407124727947029,20.0,8_0_1,1000,1000,6,5,10.649752551010835,8,1.0,0.0
300,0.01,10.0,1.0,36.0,2.9699999999999998,1.7233687939614086,30.0,8_0_2,1000,1000,11,7,12.420530369100147,8,1.0,0.0
400,0.01,10.0,1.0,47.0,3.96,1.98997487421324,40.0,8_0_3,1000,1000,8,17,16.174741490863372,8,1.0,0.0
500,0.01,15.0,1.0,84.0,4.95,2.224859546128699,75.0,8_0_4,1000,1000,5,3,32.98896019272664,8,1.0,0.0
600,0.01,15.0,1.0,96.0,5.9399999999999995,2.437211521390788,90.0,8_0_5,1000,1000,14,14,25.652509594474516,8,1.0,0.0
700,0.01,15.0,1.0,115.0,6.93,2.6324893162176366,105.0,8_0_6,1000,1000,7,12,34.806477849568324,8,1.0,0.0
800,0.01,15.0,1.0,135.0,7.92,2.814249455894058,120.0,8_0_7,1000,1000,12,9,33.21483380184767,8,1.0,0.0
900,0.01,15.0,1.0,149.0,8.91,2.98496231131986,135.0,8_0_8,1000,1000,17,7,29.791431357532424,8,1.0,0.0
1000,0.01,20.0,1.0,206.0,9.9,3.146426544510455,200.0,8_0_9,1000,1000,18,13,42.417824650047,8,1.0,0.0
100,0.01,5.0,1.0,7.0,0.99,0.99498743710662,5.0,8_1_0,1000,1000,12,11,1.8651498157166415,8,1.0,0.0
200,0.01,10.0,1.0,23.0,1.98,1.407124727947029,20.0,8_1_1,1000,1000,9,17,9.719695201211394,8,1.0,0.0
300,0.01,10.0,1.0,33.0,2.9699999999999998,1.7233687939614086,30.0,8_1_2,1000,1000,4,9,15.289033335452732,8,1.0,0.0
400,0.01,10.0,1.0,45.0,3.96,1.98997487421324,40.0,8_1_3,1000,1000,8,15,15.179066754421918,8,1.0,0.0
500,0.01,15.0,1.0,81.0,4.95,2.224859546128699,75.0,8_1_4,1000,1000,9,10,27.672682835507715,8,1.0,0.0
600,0.01,15.0,1.0,98.0,5.9399999999999995,2.437211521390788,90.0,8_1_5,1000,1000,4,12,35.645701785377845,8,1.0,0.0
700,0.01,15.0,1.0,111.0,6.93,2.6324893162176366,105.0,8_1_6,1000,1000,9,11,31.281808240485596,8,1.0,0.0
800,0.01,15.0,1.0,128.0,7.92,2.814249455894058,120.0,8_1_7,1000,1000,8,4,34.41864577374261,8,1.0,0.0
900,0.01,15.0,1.0,142.0,8.91,2.98496231131986,135.0,8_1_8,1000,1000,5,12,38.600387430852,8,1.0,0.0
1000,0.01,20.0,1.0,209.0,9.9,3.146426544510455,200.0,8_1_9,1000,1000,12,4,48.89062274926445,8,1.0,0.0
100,0.01,5.0,1.0,8.0,0.99,0.99498743710662,5.0,8_2_0,1000,1000,10,5,2.8657557813028114,8,1.0,0.0
200,0.01,10.0,1.0,24.0,1.98,1.407124727947029,20.0,8_2_1,1000,1000,10,10,9.915016086086865,8,1.0,0.0
300,0.01,10.0,1.0,33.0,2.9699999999999998,1.7233687939614086,30.0,8_2_2,1000,1000,9,10,11.852918980244198,8,1.0,0.0
400,0.01,10.0,1.0,44.0,3.96,1.98997487421324,40.0,8_2_3,1000,1000,12,19,12.272111276095673,8,1.0,0.0
500,0.01,15.0,1.0,82.0,4.95,2.224859546128699,75.0,8_2_4,1000,1000,9,11,28.14423982995355,8,1.0,0.0
600,0.01,15.0,1.0,96.0,5.9399999999999995,2.437211521390788,90.0,8_2_5,1000,1000,11,7,27.94286228600495,8,1.0,0.0
700,0.01,15.0,1.0,116.0,6.93,2.6324893162176366,105.0,8_2_6,1000,1000,11,10,31.454288216094987,8,1.0,0.0
800,0.01,15.0,1.0,133.0,7.92,2.814249455894058,120.0,8_2_7,1000,1000,12,11,32.50228065423417,8,1.0,0.0
900,0.01,15.0,1.0,143.0,8.91,2.98496231131986,135.0,8_2_8,1000,1000,12,14,31.852040565258505,8,1.0,0.0
1000,0.01,20.0,1.0,215.0,9.9,3.146426544510455,200.0,8_2_9,1000,1000,8,10,55.22681004216325,8,1.0,0.0
100,0.01,5.0,1.0,8.0,0.99,0.99498743710662,5.0,9_0_0,1000,1000,5,11,4.363460970415046,9,1.0,0.0
200,0.01,10.0,1.0,22.0,1.98,1.407124727947029,20.0,9_0_1,1000,1000,10,9,8.624173512486403,9,1.0,0.0
300,0.01,10.0,1.0,35.0,2.9699999999999998,1.7233687939614086,30.0,9_0_2,1000,1000,10,11,12.406346248427644,9,1.0,0.0
400,0.01,10.0,1.0,46.0,3.96,1.98997487421324,40.0,9_0_3,1000,1000,11,8,13.78758531968852,9,1.0,0.0
500,0.01,15.0,1.0,77.0,4.95,2.224859546128699,75.0,9_0_4,1000,1000,7,9,27.527903329425072,9,1.0,0.0
600,0.01,15.0,1.0,95.0,5.9399999999999995,2.437211521390788,90.0,9_0_5,1000,1000,11,13,27.512530641658632,9,1.0,0.0
700,0.01,15.0,1.0,115.0,6.93,2.6324893162176366,105.0,9_0_6,1000,1000,8,13,33.802456477923364,9,1.0,0.0
800,0.01,15.0,1.0,128.0,7.92,2.814249455894058,120.0,9_0_7,1000,1000,13,14,29.914045356080535,9,1.0,0.0
900,0.01,15.0,1.0,142.0,8.91,2.98496231131986,135.0,9_0_8,1000,1000,14,8,29.88470478489847,9,1.0,0.0
1000,0.01,20.0,1.0,212.0,9.9,3.146426544510455,200.0,9_0_9,1000,1000,7,11,55.42101335234613,9,1.0,0.0
100,0.01,5.0,1.0,6.0,0.99,0.99498743710662,5.0,9_1_0,1000,1000,11,12,1.4451570515205208,9,1.0,0.0
200,0.01,10.0,1.0,22.0,1.98,1.407124727947029,20.0,9_1_1,1000,1000,10,12,8.620443044770097,9,1.0,0.0
300,0.01,10.0,1.0,33.0,2.9699999999999998,1.7233687939614086,30.0,9_1_2,1000,1000,9,12,11.847632930320836,9,1.0,0.0
400,0.01,10.0,1.0,43.0,3.96,1.98997487421324,40.0,9_1_3,1000,1000,10,7,12.947963909340718,9,1.0,0.0
500,0.01,15.0,1.0,78.0,4.95,2.224859546128699,75.0,9_1_4,1000,1000,8,9,27.103348236439167,9,1.0,0.0
600,0.01,15.0,1.0,97.0,5.9399999999999995,2.437211521390788,90.0,9_1_5,1000,1000,4,7,35.225859501138046,9,1.0,0.0
700,0.01,15.0,1.0,113.0,6.93,2.6324893162176366,105.0,9_1_6,1000,1000,11,6,30.301952831902828,9,1.0,0.0
800,0.01,15.0,1.0,130.0,7.92,2.814249455894058,120.0,9_1_7,1000,1000,8,12,35.1251865970076,9,1.0,0.0
900,0.01,15.0,1.0,145.0,8.91,2.98496231131986,135.0,9_1_8,1000,1000,11,4,33.407797497234554,9,1.0,0.0
1000,0.01,20.0,1.0,210.0,9.9,3.146426544510455,200.0,9_1_9,1000,1000,7,17,54.720643234628774,9,1.0,0.0
100,0.01,5.0,1.0,8.0,0.99,0.99498743710662,5.0,9_2_0,1000,1000,12,10,2.474431129826161,9,1.0,0.0
200,0.01,10.0,1.0,23.0,1.98,1.407124727947029,20.0,9_2_1,1000,1000,9,13,9.728290480102178,9,1.0,0.0
300,0.01,10.0,1.0,33.0,2.9699999999999998,1.7233687939614086,30.0,9_2_2,1000,1000,11,12,10.786890509076088,9,1.0,0.0
400,0.01,10.0,1.0,45.0,3.96,1.98997487421324,40.0,9_2_3,1000,1000,12,16,12.739147212842784,9,1.0,0.0
500,0.01,15.0,1.0,81.0,4.95,2.224859546128699,75.0,9_2_4,1000,1000,16,11,22.60037469315684,9,1.0,0.0
600,0.01,15.0,1.0,97.0,5.9399999999999995,2.437211521390788,90.0,9_2_5,1000,1000,14,9,26.073202966688648,9,1.0,0.0
700,0.01,15.0,1.0,116.0,6.93,2.6324893162176366,105.0,9_2_6,1000,1000,18,12,26.168833316717336,9,1.0,0.0
800,0.01,15.0,1.0,129.0,7.92,2.814249455894058,120.0,9_2_7,1000,1000,11,16,31.941562390089835,9,1.0,0.0
900,0.01,15.0,1.0,143.0,8.91,2.98496231131986,135.0,9_2_8,1000,1000,12,11,31.856897659974535,9,1.0,0.0
1000,0.01,20.0,1.0,214.0,9.9,3.146426544510455,200.0,9_2_9,1000,1000,16,11,46.67965970308507,9,1.0,0.0
100,0.01,5.0,1.0,6.0,0.99,0.99498743710662,5.0,10_0_0,1000,1000,10,10,1.5973010084683745,10,1.0,0.0
200,0.01,10.0,1.0,22.0,1.98,1.407124727947029,20.0,10_0_1,1000,1000,10,14,8.6177808030823,10,1.0,0.0
300,0.01,10.0,1.0,36.0,2.9699999999999998,1.7233687939614086,30.0,10_0_2,1000,1000,17,8,9.70524317840606,10,1.0,0.0
400,0.01,10.0,1.0,49.0,3.96,1.98997487421324,40.0,10_0_3,1000,1000,8,14,17.193847669600608,10,1.0,0.0
500,0.01,15.0,1.0,79.0,4.95,2.224859546128699,75.0,10_0_4,1000,1000,13,10,23.684097525567584,10,1.0,0.0
600,0.01,15.0,1.0,96.0,5.9399999999999995,2.437211521390788,90.0,10_0_5,1000,1000,15,7,24.966310505059162,10,1.0,0.0
700,0.01,15.0,1.0,111.0,6.93,2.6324893162176366,105.0,10_0_6,1000,1000,7,13,33.20349944687276,10,1.0,0.0
800,0.01,15.0,1.0,127.0,7.92,2.814249455894058,120.0,10_0_7,1000,1000,9,9,33.0678590277367,10,1.0,0.0
900,0.01,15.0,1.0,143.0,8.91,2.98496231131986,135.0,10_0_8,1000,1000,5,8,38.9596523540583,10,1.0,0.0
1000,0.01,20.0,1.0,208.0,9.9,3.146426544510455,200.0,10_0_9,1000,1000,10,9,50.633516647169,10,1.0,0.0
100,0.01,5.0,1.0,6.0,0.99,0.99498743710662,5.0,10_1_0,1000,1000,18,8,0.6358104399365239,10,1.0,0.0
200,0.01,10.0,1.0,22.0,1.98,1.407124727947029,20.0,10_1_1,1000,1000,6,9,10.634925212930614,10,1.0,0.0
300,0.01,10.0,1.0,35.0,2.9699999999999998,1.7233687939614086,30.0,10_1_2,1000,1000,10,13,12.402163162496267,10,1.0,0.0
400,0.01,10.0,1.0,43.0,3.96,1.98997487421324,40.0,10_1_3,1000,1000,14,17,10.818703509057718,10,1.0,0.0
500,0.01,15.0,1.0,80.0,4.95,2.224859546128699,75.0,10_1_4,1000,1000,12,14,24.845604288942855,10,1.0,0.0
600,0.01,15.0,1.0,98.0,5.9399999999999995,2.437211521390788,90.0,10_1_5,1000,1000,10,14,29.599493749994615,10,1.0,0.0
700,0.01,15.0,1.0,109.0,6.93,2.6324893162176366,105.0,10_1_6,1000,1000,6,12,33.45991221727071,10,1.0,0.0
800,0.01,15.0,1.0,125.0,7.92,2.814249455894058,120.0,10_1_7,1000,1000,7,9,34.33497821127614,10,1.0,0.0
900,0.01,15.0,1.0,143.0,8.91,2.98496231131986,135.0,10_1_8,1000,1000,11,12,32.732254157771315,10,1.0,0.0
1000,0.01,20.0,1.0,210.0,9.9,3.146426544510455,200.0,10_1_9,1000,1000,13,7,48.213282434950735,10,1.0,0.0
100,0.01,5.0,1.0,7.0,0.99,0.99498743710662,5.0,10_2_0,1000,1000,9,14,2.408759602946001,10,1.0,0.0
200,0.01,10.0,1.0,24.0,1.98,1.407124727947029,20.0,10_2_1,1000,1000,14,13,8.27397398691106,10,1.0,0.0
300,0.01,10.0,1.0,31.0,2.9699999999999998,1.7233687939614086,30.0,10_2_2,1000,1000,9,11,10.74915767209639,10,1.0,0.0
400,0.01,10.0,1.0,42.0,3.96,1.98997487421324,40.0,10_2_3,1000,1000,15,11,9.930285520567496,10,1.0,0.0
500,0.01,15.0,1.0,78.0,4.95,2.224859546128699,75.0,10_2_4,1000,1000,9,13,26.239955734063994,10,1.0,0.0
600,0.01,15.0,1.0,99.0,5.9399999999999995,2.437211521390788,90.0,10_2_5,1000,1000,18,7,24.18456882101382,10,1.0,0.0
700,0.01,15.0,1.0,114.0,6.93,2.6324893162176366,105.0,10_2_6,1000,1000,6,9,35.4834928500986,10,1.0,0.0
800,0.01,15.0,1.0,129.0,7.92,2.814249455894058,120.0,10_2_7,1000,1000,18,10,26.55013306839294,10,1.0,0.0
900,0.01,15.0,1.0,148.0,8.91,2.98496231131986,135.0,10_2_8,1000,1000,14,9,31.802625285905037,10,1.0,0.0
1000,0.01,20.0,1.0,212.0,9.9,3.146426544510455,200.0,10_2_9,1000,1000,15,6,46.96297468391771,10,1.0,0.0
100,0.01,5.0,1.0,8.0,0.99,0.99498743710662,5.0,11_0_0,1000,1000,10,13,2.853712813093376,11,1.0,0.0
200,0.01,10.0,1.0,22.0,1.98,1.407124727947029,20.0,11_0_1,1000,1000,9,12,9.07572322851217,11,1.0,0.0
300,0.01,10.0,1.0,35.0,2.9699999999999998,1.7233687939614086,30.0,11_0_2,1000,1000,8,11,13.566993513304023,11,1.0,0.0
400,0.01,10.0,1.0,46.0,3.96,1.98997487421324,40.0,11_0_3,1000,1000,12,15,13.207669274783646,11,1.0,0.0
500,0.01,15.0,1.0,80.0,4.95,2.224859546128699,75.0,11_0_4,1000,1000,11,10,25.596810701642163,11,1.0,0.0
600,0.01,15.0,1.0,95.0,5.9399999999999995,2.437211521390788,90.0,11_0_5,1000,1000,14,10,25.25694976575567,11,1.0,0.0
700,0.01,15.0,1.0,109.0,6.93,2.6324893162176366,105.0,11_0_6,1000,1000,9,16,30.48519808190427,11,1.0,0.0
800,0.01,15.0,1.0,129.0,7.92,2.814249455894058,120.0,11_0_7,1000,1000,10,10,32.8516567632643,11,1.0,0.0
900,0.01,15.0,1.0,144.0,8.91,2.98496231131986,135.0,11_0_8,1000,1000,15,11,29.726912836865868,11,1.0,0.0
1000,0.01,20.0,1.0,214.0,9.9,3.146426544510455,200.0,11_0_9,1000,1000,8,16,54.86602768435104,11,1.0,0.0
100,0.01,5.0,1.0,5.0,0.99,0.99498743710662,5.0,11_1_0,1000,1000,11,13,0.9205540779616628,11,1.0,0.0
200,0.01,10.0,1.0,22.0,1.98,1.407124727947029,20.0,11_1_1,1000,1000,6,12,10.626080048087953,11,1.0,0.0
300,0.01,10.0,1.0,31.0,2.9699999999999998,1.7233687939614086,30.0,11_1_2,1000,1000,7,5,11.92550315794507,11,1.0,0.0
400,0.01,10.0,1.0,43.0,3.96,1.98997487421324,40.0,11_1_3,1000,1000,9,5,13.555298350693667,11,1.0,0.0
500,0.01,15.0,1.0,78.0,4.95,2.224859546128699,75.0,11_1_4,1000,1000,10,10,25.445459820232323,11,1.0,0.0
600,0.01,15.0,1.0,92.0,5.9399999999999995,2.437211521390788,90.0,11_1_5,1000,1000,11,8,26.26928684440343,11,1.0,0.0
700,0.01,15.0,1.0,119.0,6.93,2.6324893162176366,105.0,11_1_6,1000,1000,13,15,30.9355017455205,11,1.0,0.0
800,0.01,15.0,1.0,126.0,7.92,2.814249455894058,120.0,11_1_7,1000,1000,8,9,33.681590256463835,11,1.0,0.0
900,0.01,15.0,1.0,145.0,8.91,2.98496231131986,135.0,11_1_8,1000,1000,10,5,34.32643389416347,11,1.0,0.0
1000,0.01,20.0,1.0,207.0,9.9,3.146426544510455,200.0,11_1_9,1000,1000,12,8,48.227592079343694,11,1.0,0.0
100,0.01,5.0,1.0,7.0,0.99,0.99498743710662,5.0,11_2_0,1000,1000,8,8,2.659358321958704,11,1.0,0.0
200,0.01,10.0,1.0,22.0,1.98,1.407124727947029,20.0,11_2_1,1000,1000,10,12,8.620443044770097,11,1.0,0.0
300,0.01,10.0,1.0,34.0,2.9699999999999998,1.7233687939614086,30.0,11_2_2,1000,1000,4,7,15.905832424471479,11,1.0,0.0
400,0.01,10.0,1.0,46.0,3.96,1.98997487421324,40.0,11_2_3,1000,1000,13,12,12.680610041145114,11,1.0,0.0
500,0.01,15.0,1.0,79.0,4.95,2.224859546128699,75.0,11_2_4,1000,1000,14,9,23.010959523129593,11,1.0,0.0
600,0.01,15.0,1.0,96.0,5.9399999999999995,2.437211521390788,90.0,11_2_5,1000,1000,11,11,27.93550727897598,11,1.0,0.0
700,0.01,15.0,1.0,112.0,6.93,2.6324893162176366,105.0,11_2_6,1000,1000,7,14,33.60168846461957,11,1.0,0.0
800,0.01,15.0,1.0,131.0,7.92,2.814249455894058,120.0,11_2_7,1000,1000,10,6,33.57666999137865,11,1.0,0.0
900,0.01,15.0,1.0,150.0,8.91,2.98496231131986,135.0,11_2_8,1000,1000,13,12,33.276125747938465,11,1.0,0.0
1000,0.01,20.0,1.0,211.0,9.9,3.146426544510455,200.0,11_2_9,1000,1000,7,15,55.06474947018842,11,1.0,0.0
100,0.01,5.0,1.0,7.0,0.99,0.99498743710662,5.0,12_0_0,1000,1000,14,16,1.562626625796778,12,1.0,0.0
200,0.01,10.0,1.0,23.0,1.98,1.407124727947029,20.0,12_0_1,1000,1000,12,7,8.421841813524784,12,1.0,0.0
300,0.01,10.0,1.0,32.0,2.9699999999999998,1.7233687939614086,30.0,12_0_2,1000,1000,12,15,9.770756622758668,12,1.0,0.0
400,0.01,10.0,1.0,43.0,3.96,1.98997487421324,40.0,12_0_3,1000,1000,5,12,16.44447198151515,12,1.0,0.0
500,0.01,15.0,1.0,76.0,4.95,2.224859546128699,75.0,12_0_4,1000,1000,14,10,21.6733780555072,12,1.0,0.0
600,0.01,15.0,1.0,100.0,5.9399999999999995,2.437211521390788,90.0,12_0_5,1000,1000,16,8,25.894755243984847,12,1.0,0.0
700,0.01,15.0,1.0,110.0,6.93,2.6324893162176366,105.0,12_0_6,1000,1000,7,14,32.80409661065867,12,1.0,0.0
800,0.01,15.0,1.0,125.0,7.92,2.814249455894058,120.0,12_0_7,1000,1000,10,10,31.42509592915579,12,1.0,0.0
900,0.01,15.0,1.0,145.0,8.91,2.98496231131986,135.0,12_0_8,1000,1000,3,16,42.25041038135354,12,1.0,0.0
1000,0.01,20.0,1.0,208.0,9.9,3.146426544510455,200.0,12_0_9,1000,1000,6,15,55.30767807650513,12,1.0,0.0
100,0.01,5.0,1.0,7.0,0.99,0.99498743710662,5.0,12_1_0,1000,1000,11,6,2.0344279513982424,12,1.0,0.0
200,0.01,10.0,1.0,20.0,1.98,1.407124727947029,20.0,12_1_1,1000,1000,11,4,6.974449248082087,12,1.0,0.0
300,0.01,10.0,1.0,33.0,2.9699999999999998,1.7233687939614086,30.0,12_1_2,1000,1000,6,7,13.760121541375982,12,1.0,0.0
400,0.01,10.0,1.0,42.0,3.96,1.98997487421324,40.0,12_1_3,1000,1000,14,7,10.385873470374353,12,1.0,0.0
500,0.01,15.0,1.0,82.0,4.95,2.224859546128699,75.0,12_1_4,1000,1000,13,8,25.0529631533686,12,1.0,0.0
600,0.01,15.0,1.0,103.0,5.9399999999999995,2.437211521390788,90.0,12_1_5,1000,1000,10,7,31.768528033426882,12,1.0,0.0
700,0.01,15.0,1.0,112.0,6.93,2.6324893162176366,105.0,12_1_6,1000,1000,8,7,32.627680834150745,12,1.0,0.0
800,0.01,15.0,1.0,126.0,7.92,2.814249455894058,120.0,12_1_7,1000,1000,11,13,30.886971367929238,12,1.0,0.0
900,0.01,15.0,1.0,141.0,8.91,2.98496231131986,135.0,12_1_8,1000,1000,14,7,29.567729053000186,12,1.0,0.0
1000,0.01,20.0,1.0,209.0,9.9,3.146426544510455,200.0,12_1_9,1000,1000,5,12,56.98736664163152,12,1.0,0.0
100,0.01,5.0,1.0,8.0,0.99,0.99498743710662,5.0,12_2_0,1000,1000,7,9,3.6737735416262627,12,1.0,0.0
200,0.01,10.0,1.0,22.0,1.98,1.407124727947029,20.0,12_2_1,1000,1000,9,4,9.090028788219541,12,1.0,0.0
300,0.01,10.0,1.0,31.0,2.9699999999999998,1.7233687939614086,30.0,12_2_2,1000,1000,10,6,10.232998262141809,12,1.0,0.0
400,0.01,10.0,1.0,44.0,3.96,1.98997487421324,40.0,12_2_3,1000,1000,9,9,14.028674190978682,12,1.0,0.0
500,0.01,15.0,1.0,81.0,4.95,2.224859546128699,75.0,12_2_4,1000,1000,12,15,25.301701110796014,12,1.0,0.0
600,0.01,15.0,1.0,95.0,5.9399999999999995,2.437211521390788,90.0,12_2_5,1000,1000,7,8,31.057825080187882,12,1.0,0.0
700,0.01,15.0,1.0,112.0,6.93,2.6324893162176366,105.0,12_2_6,1000,1000,10,7,30.7812686512639,12,1.0,0.0
800,0.01,15.0,1.0,132.0,7.92,2.814249455894058,120.0,12_2_7,1000,1000,10,9,33.930234896217016,12,1.0,0.0
900,0.01,15.0,1.0,149.0,8.91,2.98496231131986,135.0,12_2_8,1000,1000,8,17,37.61958070702564,12,1.0,0.0
1000,0.01,20.0,1.0,209.0,9.9,3.146426544510455,200.0,12_2_9,1000,1000,11,8,49.90415229344266,12,1.0,0.0
100,0.01,5.0,1.0,5.0,0.99,0.99498743710662,5.0,13_0_0,1000,1000,13,6,0.7012597499479104,13,1.0,0.0
200,0.01,10.0,1.0,23.0,1.98,1.407124727947029,20.0,13_0_1,1000,1000,11,9,8.82069424938349,13,1.0,0.0
300,0.01,10.0,1.0,36.0,2.9699999999999998,1.7233687939614086,30.0,13_0_2,1000,1000,12,10,11.897824062141893,13,1.0,0.0
400,0.01,10.0,1.0,49.0,3.96,1.98997487421324,40.0,13_0_3,1000,1000,15,10,13.035967113205057,13,1.0,0.0
500,0.01,15.0,1.0,82.0,4.95,2.224859546128699,75.0,13_0_4,1000,1000,10,6,27.330772179020602,13,1.0,0.0
600,0.01,15.0,1.0,98.0,5.9399999999999995,2.437211521390788,90.0,13_0_5,1000,1000,7,6,32.380846428443995,13,1.0,0.0
700,0.01,15.0,1.0,109.0,6.93,2.6324893162176366,105.0,13_0_6,1000,1000,10,10,29.611636598335423,13,1.0,0.0
800,0.01,15.0,1.0,133.0,7.92,2.814249455894058,120.0,13_0_7,1000,1000,11,10,33.378614846162556,13,1.0,0.0
900,0.01,15.0,1.0,144.0,8.91,2.98496231131986,135.0,13_0_8,1000,1000,14,11,30.517083128121516,13,1.0,0.0
1000,0.01,20.0,1.0,204.0,9.9,3.146426544510455,200.0,13_0_9,1000,1000,11,11,48.26042243022164,13,1.0,0.0
