N,q,N2_func,mobile,n,variance,std,N2,SNP,Nhom1,Nhom2,nhom1,nhom2,log10BF,transcript,Method_A,Method_B
900,0.01,15.0,0.0,10.0,8.91,2.98496231131986,0.0,74_2_8,1000,1000,7,14,-0.20801868734016538,74,1.0,0.0
1000,0.01,20.0,0.0,6.0,9.9,3.146426544510455,0.0,74_2_9,1000,1000,12,7,-0.47515822034620364,74,1.0,0.0
100,0.01,5.0,0.0,0.0,0.99,0.99498743710662,0.0,75_0_0,1000,1000,15,6,-2.45044209639375,75,0.0,0.0
200,0.01,10.0,0.0,2.0,1.98,1.407124727947029,0.0,75_0_1,1000,1000,9,11,-0.2633173313390696,75,1.0,0.0
300,0.01,10.0,0.0,3.0,2.9699999999999998,1.7233687939614086,0.0,75_0_2,1000,1000,12,10,-0.3621025363105588,75,1.0,0.0
400,0.01,10.0,0.0,5.0,3.96,1.98997487421324,0.0,75_0_3,1000,1000,13,7,-0.31285400455918005,75,1.0,0.0
500,0.01,15.0,0.0,6.0,4.95,2.224859546128699,0.0,75_0_4,1000,1000,13,6,-0.32405097425975327,75,1.0,0.0
600,0.01,15.0,0.0,2.0,5.9399999999999995,2.437211521390788,0.0,75_0_5,1000,1000,12,11,-0.7114441286801043,75,1.0,0.0
700,0.01,15.0,0.0,14.0,6.93,2.6324893162176366,0.0,75_0_6,1000,1000,16,12,-0.2470922633963168,75,1.0,0.0
800,0.01,15.0,0.0,5.0,7.92,2.814249455894058,0.0,75_0_7,1000,1000,7,7,-0.3285848610545995,75,1.0,0.0
900,0.01,15.0,0.0,13.0,8.91,2.98496231131986,0.0,75_0_8,1000,1000,10,6,-0.22457251253450344,75,1.0,0.0
1000,0.01,20.0,0.0,10.0,9.9,3.146426544510455,0.0,75_0_9,1000,1000,13,10,-0.360787869430076,75,1.0,0.0
100,0.01,5.0,0.0,0.0,0.99,0.99498743710662,0.0,75_1_0,1000,1000,6,7,-2.396037733228924,75,0.0,0.0
200,0.01,10.0,0.0,1.0,1.98,1.407124727947029,0.0,75_1_1,1000,1000,12,9,-0.631378152791684,75,1.0,0.0
300,0.01,10.0,0.0,2.0,2.9699999999999998,1.7233687939614086,0.0,75_1_2,1000,1000,13,13,-0.5344721680855925,75,1.0,0.0
400,0.01,10.0,0.0,6.0,3.96,1.98997487421324,0.0,75_1_3,1000,1000,5,9,0.13653956532101344,75,1.0,0.0
500,0.01,15.0,0.0,3.0,4.95,2.224859546128699,0.0,75_1_4,1000,1000,8,9,-0.38692153252935246,75,1.0,0.0
600,0.01,15.0,0.0,7.0,5.9399999999999995,2.437211521390788,0.0,75_1_5,1000,1000,14,8,-0.35141735867069396,75,1.0,0.0
700,0.01,15.0,0.0,6.0,6.93,2.6324893162176366,0.0,75_1_6,1000,1000,10,9,-0.3409636996740337,75,1.0,0.0
800,0.01,15.0,0.0,11.0,7.92,2.814249455894058,0.0,75_1_7,1000,1000,14,3,-0.3051358348348563,75,1.0,0.0
900,0.01,15.0,0.0,7.0,8.91,2.98496231131986,0.0,75_1_8,1000,1000,7,7,-0.2775042733586106,75,1.0,0.0
1000,0.01,20.0,0.0,13.0,9.9,3.146426544510455,0.0,75_1_9,1000,1000,7,5,-0.18747616632853042,75,1.0,0.0
100,0.01,5.0,0.0,0.0,0.99,0.99498743710662,0.0,75_2_0,1000,1000,5,10,-2.25813183224137,75,0.0,0.0
200,0.01,10.0,0.0,2.0,1.98,1.407124727947029,0.0,75_2_1,1000,1000,12,14,-0.36652004554172457,75,1.0,0.0
300,0.01,10.0,0.0,3.0,2.9699999999999998,1.7233687939614086,0.0,75_2_2,1000,1000,7,12,-0.18806504250697217,75,1.0,0.0
400,0.01,10.0,0.0,3.0,3.96,1.98997487421324,0.0,75_2_3,1000,1000,16,7,-0.5554479013650834,75,1.0,0.0
500,0.01,15.0,0.0,6.0,4.95,2.224859546128699,0.0,75_2_4,1000,1000,8,8,-0.1924719978665753,75,1.0,0.0
600,0.01,15.0,0.0,5.0,5.9399999999999995,2.437211521390788,0.0,75_2_5,1000,1000,9,11,-0.32168567252319524,75,1.0,0.0
700,0.01,15.0,0.0,7.0,6.93,2.6324893162176366,0.0,75_2_6,1000,1000,10,8,-0.3007746034296874,75,1.0,0.0
800,0.01,15.0,0.0,9.0,7.92,2.814249455894058,0.0,75_2_7,1000,1000,7,12,-0.1996785528295319,75,1.0,0.0
900,0.01,15.0,0.0,11.0,8.91,2.98496231131986,0.0,75_2_8,1000,1000,17,11,-0.38097099536032275,75,1.0,0.0
1000,0.01,20.0,0.0,15.0,9.9,3.146426544510455,0.0,75_2_9,1000,1000,12,12,-0.25562695471305374,75,1.0,0.0
100,0.01,5.0,0.0,0.0,0.99,0.99498743710662,0.0,76_0_0,1000,1000,9,12,-2.1839917965049627,76,0.0,0.0
200,0.01,10.0,0.0,1.0,1.98,1.407124727947029,0.0,76_0_1,1000,1000,9,15,-0.5178797509182788,76,1.0,0.0
300,0.01,10.0,0.0,3.0,2.9699999999999998,1.7233687939614086,0.0,76_0_2,1000,1000,10,8,-0.3006960514092332,76,1.0,0.0
400,0.01,10.0,0.0,1.0,3.96,1.98997487421324,0.0,76_0_3,1000,1000,9,6,-0.7510135156203439,76,1.0,0.0
500,0.01,15.0,0.0,3.0,4.95,2.224859546128699,0.0,76_0_4,1000,1000,13,14,-0.5455367034266015,76,1.0,0.0
600,0.01,15.0,0.0,5.0,5.9399999999999995,2.437211521390788,0.0,76_0_5,1000,1000,8,4,-0.2898178877936047,76,1.0,0.0
700,0.01,15.0,0.0,10.0,6.93,2.6324893162176366,0.0,76_0_6,1000,1000,6,13,-0.09086583629658275,76,1.0,0.0
800,0.01,15.0,0.0,6.0,7.92,2.814249455894058,0.0,76_0_7,1000,1000,9,13,-0.3458669236604178,76,1.0,0.0
900,0.01,15.0,0.0,12.0,8.91,2.98496231131986,0.0,76_0_8,1000,1000,5,8,-0.018445919614418858,76,1.0,0.0
1000,0.01,20.0,0.0,12.0,9.9,3.146426544510455,0.0,76_0_9,1000,1000,7,12,-0.20054200707412045,76,1.0,0.0
100,0.01,5.0,0.0,2.0,0.99,0.99498743710662,0.0,76_1_0,1000,1000,10,13,-0.04019151521223749,76,1.0,0.0
200,0.01,10.0,0.0,3.0,1.98,1.407124727947029,0.0,76_1_1,1000,1000,9,7,-0.12574602912125474,76,1.0,0.0
300,0.01,10.0,0.0,5.0,2.9699999999999998,1.7233687939614086,0.0,76_1_2,1000,1000,6,9,0.09118528206089556,76,1.0,0.0
400,0.01,10.0,0.0,5.0,3.96,1.98997487421324,0.0,76_1_3,1000,1000,5,12,-0.04487672510739952,76,1.0,0.0
500,0.01,15.0,0.0,5.0,4.95,2.224859546128699,0.0,76_1_4,1000,1000,10,12,-0.3007405624763917,76,1.0,0.0
600,0.01,15.0,0.0,5.0,5.9399999999999995,2.437211521390788,0.0,76_1_5,1000,1000,7,7,-0.2553506587539415,76,1.0,0.0
700,0.01,15.0,0.0,8.0,6.93,2.6324893162176366,0.0,76_1_6,1000,1000,12,8,-0.31324764956686246,76,1.0,0.0
800,0.01,15.0,0.0,5.0,7.92,2.814249455894058,0.0,76_1_7,1000,1000,13,13,-0.5012466861774549,76,1.0,0.0
900,0.01,15.0,0.0,12.0,8.91,2.98496231131986,0.0,76_1_8,1000,1000,9,7,-0.21992859160878864,76,1.0,0.0
1000,0.01,20.0,0.0,5.0,9.9,3.146426544510455,0.0,76_1_9,1000,1000,11,12,-0.5015381879614786,76,1.0,0.0
100,0.01,5.0,0.0,1.0,0.99,0.99498743710662,0.0,76_2_0,1000,1000,7,8,-0.16340564978966163,76,1.0,0.0
200,0.01,10.0,0.0,2.0,1.98,1.407124727947029,0.0,76_2_1,1000,1000,12,6,-0.3671036904415089,76,1.0,0.0
300,0.01,10.0,0.0,6.0,2.9699999999999998,1.7233687939614086,0.0,76_2_2,1000,1000,9,13,-0.04891663703125322,76,1.0,0.0
400,0.01,10.0,0.0,6.0,3.96,1.98997487421324,0.0,76_2_3,1000,1000,11,11,-0.20995355181368894,76,1.0,0.0
500,0.01,15.0,0.0,4.0,4.95,2.224859546128699,0.0,76_2_4,1000,1000,14,13,-0.4737717838959642,76,1.0,0.0
600,0.01,15.0,0.0,5.0,5.9399999999999995,2.437211521390788,0.0,76_2_5,1000,1000,7,12,-0.2555692409918694,76,1.0,0.0
700,0.01,15.0,0.0,3.0,6.93,2.6324893162176366,0.0,76_2_6,1000,1000,11,9,-0.5804215625247379,76,1.0,0.0
800,0.01,15.0,0.0,15.0,7.92,2.814249455894058,0.0,76_2_7,1000,1000,6,10,0.4208861496894546,76,1.0,0.0
900,0.01,15.0,0.0,3.0,8.91,2.98496231131986,0.0,76_2_8,1000,1000,6,8,-0.4517644907942609,76,1.0,0.0
1000,0.01,20.0,0.0,7.0,9.9,3.146426544510455,0.0,76_2_9,1000,1000,11,5,-0.4092082518833647,76,1.0,0.0
100,0.01,5.0,0.0,2.0,0.99,0.99498743710662,0.0,77_0_0,1000,1000,12,12,-0.10642103530722472,77,1.0,0.0
200,0.01,10.0,0.0,1.0,1.98,1.407124727947029,0.0,77_0_1,1000,1000,8,9,-0.4745814496015988,77,1.0,0.0
300,0.01,10.0,0.0,4.0,2.9699999999999998,1.7233687939614086,0.0,77_0_2,1000,1000,8,13,-0.14288377684180267,77,1.0,0.0
400,0.01,10.0,0.0,7.0,3.96,1.98997487421324,0.0,77_0_3,1000,1000,3,7,0.9496062251645544,77,1.0,0.0
500,0.01,15.0,0.0,4.0,4.95,2.224859546128699,0.0,77_0_4,1000,1000,5,6,-0.17656557384365137,77,1.0,0.0
600,0.01,15.0,0.0,9.0,5.9399999999999995,2.437211521390788,0.0,77_0_5,1000,1000,14,13,-0.28253183675549476,77,1.0,0.0
700,0.01,15.0,0.0,7.0,6.93,2.6324893162176366,0.0,77_0_6,1000,1000,10,10,-0.30077460342968704,77,1.0,0.0
800,0.01,15.0,0.0,6.0,7.92,2.814249455894058,0.0,77_0_7,1000,1000,9,13,-0.3458669236604178,77,1.0,0.0
900,0.01,15.0,0.0,8.0,8.91,2.98496231131986,0.0,77_0_8,1000,1000,8,6,-0.27748145375537747,77,1.0,0.0
1000,0.01,20.0,0.0,14.0,9.9,3.146426544510455,0.0,77_0_9,1000,1000,10,14,-0.23480718606623982,77,1.0,0.0
100,0.01,5.0,0.0,0.0,0.99,0.99498743710662,0.0,77_1_0,1000,1000,7,12,-2.1847872078663215,77,0.0,0.0
200,0.01,10.0,0.0,3.0,1.98,1.407124727947029,0.0,77_1_1,1000,1000,13,12,-0.2501506982716289,77,1.0,0.0
300,0.01,10.0,0.0,2.0,2.9699999999999998,1.7233687939614086,0.0,77_1_2,1000,1000,10,9,-0.44034589447051864,77,1.0,0.0
400,0.01,10.0,0.0,2.0,3.96,1.98997487421324,0.0,77_1_3,1000,1000,11,8,-0.5662033310301962,77,1.0,0.0
500,0.01,15.0,0.0,6.0,4.95,2.224859546128699,0.0,77_1_4,1000,1000,12,7,-0.3007405624763913,77,1.0,0.0
600,0.01,15.0,0.0,7.0,5.9399999999999995,2.437211521390788,0.0,77_1_5,1000,1000,9,10,-0.234500382632237,77,1.0,0.0
700,0.01,15.0,0.0,9.0,6.93,2.6324893162176366,0.0,77_1_6,1000,1000,14,17,-0.3224957187387079,77,1.0,0.0
800,0.01,15.0,0.0,7.0,7.92,2.814249455894058,0.0,77_1_7,1000,1000,8,7,-0.2797660236132291,77,1.0,0.0
900,0.01,15.0,0.0,13.0,8.91,2.98496231131986,0.0,77_1_8,1000,1000,5,3,0.11744250823266354,77,1.0,0.0
1000,0.01,20.0,0.0,11.0,9.9,3.146426544510455,0.0,77_1_9,1000,1000,9,14,-0.26001763600185424,77,1.0,0.0
100,0.01,5.0,0.0,1.0,0.99,0.99498743710662,0.0,77_2_0,1000,1000,11,10,-0.3379859355913099,77,1.0,0.0
200,0.01,10.0,0.0,1.0,1.98,1.407124727947029,0.0,77_2_1,1000,1000,7,10,-0.4240100100069984,77,1.0,0.0
300,0.01,10.0,0.0,2.0,2.9699999999999998,1.7233687939614086,0.0,77_2_2,1000,1000,9,12,-0.40270938950223917,77,1.0,0.0
400,0.01,10.0,0.0,7.0,3.96,1.98997487421324,0.0,77_2_3,1000,1000,16,10,-0.27357852499831714,77,1.0,0.0
500,0.01,15.0,0.0,7.0,4.95,2.224859546128699,0.0,77_2_4,1000,1000,12,9,-0.2576931540096264,77,1.0,0.0
600,0.01,15.0,0.0,13.0,5.9399999999999995,2.437211521390788,0.0,77_2_5,1000,1000,17,7,-0.23844376459538413,77,1.0,0.0
700,0.01,15.0,0.0,5.0,6.93,2.6324893162176366,0.0,77_2_6,1000,1000,8,15,-0.3299040594928573,77,1.0,0.0
800,0.01,15.0,0.0,8.0,7.92,2.814249455894058,0.0,77_2_7,1000,1000,13,11,-0.36685937411180675,77,1.0,0.0
900,0.01,15.0,0.0,7.0,8.91,2.98496231131986,0.0,77_2_8,1000,1000,7,11,-0.27759624729374566,77,1.0,0.0
1000,0.01,20.0,0.0,9.0,9.9,3.146426544510455,0.0,77_2_9,1000,1000,9,8,-0.3008129026917534,77,1.0,0.0
100,0.01,5.0,0.0,3.0,0.99,0.99498743710662,0.0,78_0_0,1000,1000,17,9,-0.08489397031871544,78,1.0,0.0
200,0.01,10.0,0.0,4.0,1.98,1.407124727947029,0.0,78_0_1,1000,1000,12,12,-0.1264847265500267,78,1.0,0.0
300,0.01,10.0,0.0,6.0,2.9699999999999998,1.7233687939614086,0.0,78_0_2,1000,1000,8,16,0.04570352340967616,78,1.0,0.0
400,0.01,10.0,0.0,1.0,3.96,1.98997487421324,0.0,78_0_3,1000,1000,9,8,-0.7494159167206924,78,1.0,0.0
500,0.01,15.0,0.0,5.0,4.95,2.224859546128699,0.0,78_0_4,1000,1000,4,7,-0.080289399658576,78,1.0,0.0
600,0.01,15.0,0.0,3.0,5.9399999999999995,2.437211521390788,0.0,78_0_5,1000,1000,11,2,-0.5428139871561876,78,1.0,0.0
700,0.01,15.0,0.0,8.0,6.93,2.6324893162176366,0.0,78_0_6,1000,1000,10,7,-0.2678640025214414,78,1.0,0.0
800,0.01,15.0,0.0,3.0,7.92,2.814249455894058,0.0,78_0_7,1000,1000,17,9,-0.7639955034534669,78,1.0,0.0
900,0.01,15.0,0.0,4.0,8.91,2.98496231131986,0.0,78_0_8,1000,1000,8,6,-0.4521279515831216,78,1.0,0.0
1000,0.01,20.0,0.0,8.0,9.9,3.146426544510455,0.0,78_0_9,1000,1000,11,10,-0.3745449390598777,78,1.0,0.0
100,0.01,5.0,0.0,1.0,0.99,0.99498743710662,0.0,78_1_0,1000,1000,8,4,-0.21388264349995142,78,1.0,0.0
200,0.01,10.0,0.0,2.0,1.98,1.407124727947029,0.0,78_1_1,1000,1000,13,10,-0.39637290786894314,78,1.0,0.0
300,0.01,10.0,0.0,3.0,2.9699999999999998,1.7233687939614086,0.0,78_1_2,1000,1000,8,11,-0.22895313753682053,78,1.0,0.0
400,0.01,10.0,0.0,6.0,3.96,1.98997487421324,0.0,78_1_3,1000,1000,7,12,-0.0946159934158357,78,1.0,0.0
500,0.01,15.0,0.0,7.0,4.95,2.224859546128699,0.0,78_1_4,1000,1000,10,14,-0.2102245592039895,78,1.0,0.0
600,0.01,15.0,0.0,4.0,5.9399999999999995,2.437211521390788,0.0,78_1_5,1000,1000,12,9,-0.4746663753865069,78,1.0,0.0
700,0.01,15.0,0.0,11.0,6.93,2.6324893162176366,0.0,78_1_6,1000,1000,8,6,-0.15367157202165418,78,1.0,0.0
800,0.01,15.0,0.0,6.0,7.92,2.814249455894058,0.0,78_1_7,1000,1000,12,16,-0.4232536848556828,78,1.0,0.0
900,0.01,15.0,0.0,9.0,8.91,2.98496231131986,0.0,78_1_8,1000,1000,11,13,-0.3227552290879149,78,1.0,0.0
1000,0.01,20.0,0.0,9.0,9.9,3.146426544510455,0.0,78_1_9,1000,1000,9,9,-0.30081290269175254,78,1.0,0.0
100,0.01,5.0,0.0,1.0,0.99,0.99498743710662,0.0,78_2_0,1000,1000,8,8,-0.21420087149882683,78,1.0,0.0
200,0.01,10.0,0.0,1.0,1.98,1.407124727947029,0.0,78_2_1,1000,1000,9,13,-0.5184567044323208,78,1.0,0.0
300,0.01,10.0,0.0,1.0,2.9699999999999998,1.7233687939614086,0.0,78_2_2,1000,1000,5,6,-0.44085445236205245,78,1.0,0.0
400,0.01,10.0,0.0,5.0,3.96,1.98997487421324,0.0,78_2_3,1000,1000,17,9,-0.3989736799531334,78,1.0,0.0
500,0.01,15.0,0.0,6.0,4.95,2.224859546128699,0.0,78_2_4,1000,1000,14,12,-0.34586399369158594,78,1.0,0.0
600,0.01,15.0,0.0,7.0,5.9399999999999995,2.437211521390788,0.0,78_2_5,1000,1000,16,9,-0.3904000621107254,78,1.0,0.0
700,0.01,15.0,0.0,12.0,6.93,2.6324893162176366,0.0,78_2_6,1000,1000,13,15,-0.23518418836826496,78,1.0,0.0
800,0.01,15.0,0.0,11.0,7.92,2.814249455894058,0.0,78_2_7,1000,1000,10,6,-0.22989825105496625,78,1.0,0.0
900,0.01,15.0,0.0,13.0,8.91,2.98496231131986,0.0,78_2_8,1000,1000,8,10,-0.18569986264897784,78,1.0,0.0
1000,0.01,20.0,0.0,9.0,9.9,3.146426544510455,0.0,78_2_9,1000,1000,9,8,-0.3008129026917534,78,1.0,0.0
100,0.01,5.0,0.0,1.0,0.99,0.99498743710662,0.0,79_0_0,1000,1000,12,7,-0.3725485171906912,79,1.0,0.0
200,0.01,10.0,0.0,0.0,1.98,1.407124727947029,0.0,79_0_1,1000,1000,11,16,-2.0670876430327185,79,0.0,0.0
300,0.01,10.0,0.0,2.0,2.9699999999999998,1.7233687939614086,0.0,79_0_2,1000,1000,9,7,-0.403296159391167,79,1.0,0.0
400,0.01,10.0,0.0,8.0,3.96,1.98997487421324,0.0,79_0_3,1000,1000,11,11,-0.1340135742169452,79,1.0,0.0
500,0.01,15.0,0.0,6.0,4.95,2.224859546128699,0.0,79_0_4,1000,1000,15,13,-0.3666628706109606,79,1.0,0.0
600,0.01,15.0,0.0,5.0,5.9399999999999995,2.437211521390788,0.0,79_0_5,1000,1000,12,4,-0.4056668854266758,79,1.0,0.0
700,0.01,15.0,0.0,7.0,6.93,2.6324893162176366,0.0,79_0_6,1000,1000,5,11,-0.15105028670739534,79,1.0,0.0
800,0.01,15.0,0.0,10.0,7.92,2.814249455894058,0.0,79_0_7,1000,1000,8,6,-0.2044921358223233,79,1.0,0.0
900,0.01,15.0,0.0,8.0,8.91,2.98496231131986,0.0,79_0_8,1000,1000,10,15,-0.3280125472130878,79,1.0,0.0
1000,0.01,20.0,0.0,7.0,9.9,3.146426544510455,0.0,79_0_9,1000,1000,14,13,-0.47384874659535275,79,1.0,0.0
100,0.01,5.0,0.0,0.0,0.99,0.99498743710662,0.0,79_1_0,1000,1000,11,6,-2.4520402379649764,79,0.0,0.0
200,0.01,10.0,0.0,3.0,1.98,1.407124727947029,0.0,79_1_1,1000,1000,11,7,-0.19230409924074737,79,1.0,0.0
300,0.01,10.0,0.0,3.0,2.9699999999999998,1.7233687939614086,0.0,79_1_2,1000,1000,6,11,-0.14260971053595362,79,1.0,0.0
400,0.01,10.0,0.0,10.0,3.96,1.98997487421324,0.0,79_1_3,1000,1000,11,20,0.03521351291709507,79,1.0,0.0
500,0.01,15.0,0.0,6.0,4.95,2.224859546128699,0.0,79_1_4,1000,1000,15,5,-0.3672479926522677,79,1.0,0.0
600,0.01,15.0,0.0,8.0,5.9399999999999995,2.437211521390788,0.0,79_1_5,1000,1000,8,11,-0.1771353169098133,79,1.0,0.0
700,0.01,15.0,0.0,9.0,6.93,2.6324893162176366,0.0,79_1_6,1000,1000,8,6,-0.19231169959999184,79,1.0,0.0
800,0.01,15.0,0.0,11.0,7.92,2.814249455894058,0.0,79_1_7,1000,1000,13,10,-0.2875712793327002,79,1.0,0.0
900,0.01,15.0,0.0,6.0,8.91,2.98496231131986,0.0,79_1_8,1000,1000,15,14,-0.5160547773102867,79,1.0,0.0
1000,0.01,20.0,0.0,5.0,9.9,3.146426544510455,0.0,79_1_9,1000,1000,8,14,-0.41279749384061176,79,1.0,0.0
100,0.01,5.0,0.0,2.0,0.99,0.99498743710662,0.0,79_2_0,1000,1000,5,4,0.28619824764865937,79,1.0,0.0
200,0.01,10.0,0.0,3.0,1.98,1.407124727947029,0.0,79_2_1,1000,1000,11,20,-0.19357514060815315,79,1.0,0.0
300,0.01,10.0,0.0,4.0,2.9699999999999998,1.7233687939614086,0.0,79_2_2,1000,1000,13,7,-0.2923304538404234,79,1.0,0.0
400,0.01,10.0,0.0,5.0,3.96,1.98997487421324,0.0,79_2_3,1000,1000,15,7,-0.3582096087627701,79,1.0,0.0
500,0.01,15.0,0.0,4.0,4.95,2.224859546128699,0.0,79_2_4,1000,1000,15,12,-0.4969966179862261,79,1.0,0.0
600,0.01,15.0,0.0,7.0,5.9399999999999995,2.437211521390788,0.0,79_2_5,1000,1000,11,10,-0.2851366259004681,79,1.0,0.0
700,0.01,15.0,0.0,8.0,6.93,2.6324893162176366,0.0,79_2_6,1000,1000,8,9,-0.21722654442160905,79,1.0,0.0
800,0.01,15.0,0.0,6.0,7.92,2.814249455894058,0.0,79_2_7,1000,1000,6,12,-0.2502669871608407,79,1.0,0.0
900,0.01,15.0,0.0,5.0,8.91,2.98496231131986,0.0,79_2_8,1000,1000,15,10,-0.5740604160413293,79,1.0,0.0
1000,0.01,20.0,0.0,9.0,9.9,3.146426544510455,0.0,79_2_9,1000,1000,11,12,-0.3459384672344576,79,1.0,0.0
100,0.01,5.0,0.0,0.0,0.99,0.99498743710662,0.0,80_0_0,1000,1000,15,13,-2.149412100729768,80,0.0,0.0
200,0.01,10.0,0.0,0.0,1.98,1.407124727947029,0.0,80_0_1,1000,1000,11,9,-2.2975365644109917,80,0.0,0.0
300,0.01,10.0,0.0,4.0,2.9699999999999998,1.7233687939614086,0.0,80_0_2,1000,1000,8,11,-0.14261347803683258,80,1.0,0.0
400,0.01,10.0,0.0,7.0,3.96,1.98997487421324,0.0,80_0_3,1000,1000,9,9,-0.11719757707131928,80,1.0,0.0
500,0.01,15.0,0.0,4.0,4.95,2.224859546128699,0.0,80_0_4,1000,1000,8,11,-0.3007405624763922,80,1.0,0.0
600,0.01,15.0,0.0,2.0,5.9399999999999995,2.437211521390788,0.0,80_0_5,1000,1000,11,16,-0.67715379197314,80,1.0,0.0
700,0.01,15.0,0.0,7.0,6.93,2.6324893162176366,0.0,80_0_6,1000,1000,14,8,-0.39161664302438864,80,1.0,0.0
800,0.01,15.0,0.0,11.0,7.92,2.814249455894058,0.0,80_0_7,1000,1000,9,7,-0.20891704401456698,80,1.0,0.0
900,0.01,15.0,0.0,7.0,8.91,2.98496231131986,0.0,80_0_8,1000,1000,8,14,-0.30718507485171076,80,1.0,0.0
1000,0.01,20.0,0.0,9.0,9.9,3.146426544510455,0.0,80_0_9,1000,1000,11,12,-0.3459384672344576,80,1.0,0.0
100,0.01,5.0,0.0,0.0,0.99,0.99498743710662,0.0,80_1_0,1000,1000,10,16,-2.067087974785803,80,0.0,0.0
200,0.01,10.0,0.0,0.0,1.98,1.407124727947029,0.0,80_1_1,1000,1000,8,7,-2.395540978204576,80,0.0,0.0
300,0.01,10.0,0.0,4.0,2.9699999999999998,1.7233687939614086,0.0,80_1_2,1000,1000,12,10,-0.2663054204786858,80,1.0,0.0
400,0.01,10.0,0.0,4.0,3.96,1.98997487421324,0.0,80_1_3,1000,1000,6,6,-0.15546583079585719,80,1.0,0.0
500,0.01,15.0,0.0,1.0,4.95,2.224859546128699,0.0,80_1_4,1000,1000,14,9,-0.982542202291279,80,1.0,0.0
600,0.01,15.0,0.0,7.0,5.9399999999999995,2.437211521390788,0.0,80_1_5,1000,1000,11,13,-0.28518361412736676,80,1.0,0.0
700,0.01,15.0,0.0,9.0,6.93,2.6324893162176366,0.0,80_1_6,1000,1000,14,7,-0.32272529789702065,80,1.0,0.0
800,0.01,15.0,0.0,12.0,7.92,2.814249455894058,0.0,80_1_7,1000,1000,6,10,-0.03416468304209844,80,1.0,0.0
900,0.01,15.0,0.0,8.0,8.91,2.98496231131986,0.0,80_1_8,1000,1000,7,13,-0.24997625646099966,80,1.0,0.0
1000,0.01,20.0,0.0,6.0,9.9,3.146426544510455,0.0,80_1_9,1000,1000,7,13,-0.33506633307083555,80,1.0,0.0
100,0.01,5.0,0.0,2.0,0.99,0.99498743710662,0.0,80_2_0,1000,1000,10,13,-0.04019151521223749,80,1.0,0.0
200,0.01,10.0,0.0,2.0,1.98,1.407124727947029,0.0,80_2_1,1000,1000,13,13,-0.39604475868808053,80,1.0,0.0
300,0.01,10.0,0.0,5.0,2.9699999999999998,1.7233687939614086,0.0,80_2_2,1000,1000,18,13,-0.32625181164914596,80,1.0,0.0
400,0.01,10.0,0.0,3.0,3.96,1.98997487421324,0.0,80_2_3,1000,1000,15,10,-0.5313668739896962,80,1.0,0.0
500,0.01,15.0,0.0,9.0,4.95,2.224859546128699,0.0,80_2_4,1000,1000,10,6,-0.1490418489533701,80,1.0,0.0
600,0.01,15.0,0.0,7.0,5.9399999999999995,2.437211521390788,0.0,80_2_5,1000,1000,11,5,-0.28505832348467686,80,1.0,0.0
700,0.01,15.0,0.0,4.0,6.93,2.6324893162176366,0.0,80_2_6,1000,1000,14,11,-0.5641754891276145,80,1.0,0.0
800,0.01,15.0,0.0,13.0,7.92,2.814249455894058,0.0,80_2_7,1000,1000,9,17,-0.1790477052452163,80,1.0,0.0
900,0.01,15.0,0.0,10.0,8.91,2.98496231131986,0.0,80_2_8,1000,1000,15,11,-0.37326060262436717,80,1.0,0.0
1000,0.01,20.0,0.0,7.0,9.9,3.146426544510455,0.0,80_2_9,1000,1000,9,10,-0.35811879852675094,80,1.0,0.0
100,0.01,5.0,0.0,1.0,0.99,0.99498743710662,0.0,81_0_0,1000,1000,9,9,-0.2596404988674757,81,1.0,0.0
200,0.01,10.0,0.0,2.0,1.98,1.407124727947029,0.0,81_0_1,1000,1000,16,9,-0.4745649073433457,81,1.0,0.0
300,0.01,10.0,0.0,4.0,2.9699999999999998,1.7233687939614086,0.0,81_0_2,1000,1000,7,10,-0.10496712283588569,81,1.0,0.0
400,0.01,10.0,0.0,3.0,3.96,1.98997487421324,0.0,81_0_3,1000,1000,8,15,-0.3205905638374585,81,1.0,0.0
500,0.01,15.0,0.0,5.0,4.95,2.224859546128699,0.0,81_0_4,1000,1000,10,15,-0.3007405624763918,81,1.0,0.0
600,0.01,15.0,0.0,6.0,5.9399999999999995,2.437211521390788,0.0,81_0_5,1000,1000,9,17,-0.27322242259636553,81,1.0,0.0
700,0.01,15.0,0.0,6.0,6.93,2.6324893162176366,0.0,81_0_6,1000,1000,17,13,-0.4954567513669628,81,1.0,0.0
800,0.01,15.0,0.0,8.0,7.92,2.814249455894058,0.0,81_0_7,1000,1000,12,10,-0.3460109115583248,81,1.0,0.0
900,0.01,15.0,0.0,5.0,8.91,2.98496231131986,0.0,81_0_8,1000,1000,9,7,-0.4223100395632535,81,1.0,0.0
1000,0.01,20.0,0.0,6.0,9.9,3.146426544510455,0.0,81_0_9,1000,1000,6,11,-0.30081290269175043,81,1.0,0.0
100,0.01,5.0,0.0,1.0,0.99,0.99498743710662,0.0,81_1_0,1000,1000,11,11,-0.3379461404721426,81,1.0,0.0
200,0.01,10.0,0.0,0.0,1.98,1.407124727947029,0.0,81_1_1,1000,1000,14,5,-2.5182881484369024,81,0.0,0.0
300,0.01,10.0,0.0,2.0,2.9699999999999998,1.7233687939614086,0.0,81_1_2,1000,1000,7,9,-0.31691863495478895,81,1.0,0.0
